id_entreprise;name;sector;city;country;website;email;revenue;enrollment;average;salary;description;message
klee;KLEE GROUP;Informatique & Télécommunication;"Le-Plessis-Robinson";France;http://www.kleegroup.com;jobs@kleegroup.com;56 M;500;;;"Acteur de référence depuis 30 ans dans le domaine du conseil, de l’ingénierie
logicielle et de l’édition de progiciels, Klee compte aujourd’hui 500
collaborateurs.
Notre mission : répondre aux enjeux métiers de nos clients, concevoir des
solutions innovantes bâties sur des technos issues du Web et les accompagner
dans la réussite de leurs projets stratégiques.
• Edition de logiciels (gestion des archives, Private Equity, CRM et performance
commerciale)
• Conception d’applications métiers
• Agence digitale
• Conseil en systèmes d’information
• Conseil en pilotage de la performance
Klee compte parmi ses clients aussi bien des acteurs majeurs du CAC 40 que
des institutions publiques. Nos équipes projets travaillent avec des organismes
et des secteurs d’activité diversifés : ministères, entreprises, secteur de la
santé et des sciences de la vie, industries et services, énergie, culture, banque
et assurance, grande consommation, e-commerce, distribution…
Nos technos : Symfony2, .Net, HTML5, CSS3, JavaScript, elastic search,
Java, React, AngularJS, MongoDB, Node.js.";"Esprit d’équipe, engagement, excellence, innovation… sont des
valeurs qui vous correspondent ? Rejoignez Klee, récompensée à
5 reprises au Palmarès Great Place to Work et labellisée Happy
Trainees (2017-2018) !
Vous aurez la possibilité de vous exprimer et d’apprendre au
travers de projets diversifés et stimulants, d’évoluer au sein
d’équipes de haut niveau."
kpmg;KPMG;Audit & Conseil;Paris La Défense;France;http://www.kpmgrecrute.fr;"frrhrecrutement@
kpmg.fr";25,42 Md;189 000;;;"Leader de l’audit, du conseil et de l’expertise comptable, KPMG France est
membre de KPMG International, réseau de cabinets indépendants exerçant
dans 152 pays.
Nos 8 500 professionnels interviennent auprès des grands comptes
internationaux, des ETI et des groupes familiaux, des TPE et dans différents
secteurs de l’industrie, du commerce et des services fnanciers.
La dimension de KPMG, ses implantations mondiales et nationales, ses
ressources humaines et technologiques, l’interaction réelle des spécialistes
sectoriels, permettent de conduire avec succès et effcacité les missions auprès
de ses clients tous secteurs d’activité
confondus.";"chez KPMG, vous donnerez du sens à ce que vous faites !
A toutes les étapes de votre carrière, nous vous offrons les
meilleures conditions pour développer votre talent. En vous
proposant des formations, des opportunités de mobilité, des
responsabilités mais aussi une grande diversité de métiers et de
clients, vous développerez une expertise reconnue, gagnerez en
compétences, donnerez de l’élan à votre carrière et vous vous
réaliserez dans un environnement propice...
Vous donnerez de la valeur à ce que vous faites, vous créerez la
confance et aurez de l’impact sur la société. Vous serez fer de
votre rôle."
lem;LEM Suisse;Electronique & Nanotechnologie;Saint-Priest;France;http://www.lem.com;Recruit-ch@lem.com;264,5 M;1450;;;"LEM est numéro 1 du marché des solutions innovantes et de haute qualité
dans la mesure des paramètres électriques. Ses produits de base (les capteurs
de tension et de courant) sont utilisés pour de nombreuses applications : de
moteurs et de soudage, énergies renouvelables et l’alimentation électrique,
traction, haute précision, voitures conventionnelles et voitures vertes.
La stratégie de LEM consiste à exploiter les potentialités intrinsèques de son
activité de base et à développer les opportunités se présentant sur les marchés
actuels et les nouveaux marchés en y lançant de nouvelles applications. Le
groupe dispose d’unités de production à Beijing (Chine), Genève (Suisse),
Sofia (Bulgarie) et Tokyo (Japon), et d’un centre R&D à Lyon (France) ainsi que
de bureaux de vente régionaux, ce qui lui permet d’assurer un service sans
faille dans le monde entier.
LEM est cotée au SIX Swiss Exchange depuis 1986 sous le symbole LEHN.
LEM est une entreprise mondiale de taille moyenne comptant environ 1’450
collaborateurs dans le monde entier. Son chiffre d’affaires a atteint 264,5
millions CHF sur l’exercice 2016/17.";"Nous recherchons des personnes dynamiques et ambitieuses qui
souhaitent rejoindre notre équipe."
leongrosse;LEON GROSSE;BTP,Urbanisme & Construction;Versailles;France;http://leongrosse.fr;;800 M;2500;;;"Léon Grosse compte parmi les premiers groupes indépendants de BTP en
France.
Nous réalisons de grands chantiers techniques tels que le Satellite 4 à l’aéroport
Roissy Charles de Gaulle, le Musée de l’Homme au Trocadéro ou encore
les stades Jean Bouin à Paris et Geoffroy Guichard à Saint-Etienne. Nous
poursuivons notre développement par de nouvelles implantations et de
nouveaux métiers : l’immobilier, l’énergie, le nucléaire.
Groupe à taille humaine, performant et innovant, nous disposons des moyens
d’un grand groupe. Forts d’un actionnariat familial garant de notre pérennité,
nous construisons notre avenir en nous appuyant sur des valeurs fortes : la
technicité de nos projets, l’autonomie de nos collaborateurs et leur évolution
grâce à des parcours de formations internes.";
lgm;LGM;Divers ;Lyon;France;http://www.recrut.lgmgroup.fr;;90 M;1150;;;"Le Groupe LGM, c’est l’histoire de deux camarades de promo à Centrale
(Frank et Eric), qui en 1991, après deux ans en tant que consultants, ont
décidé de créer leur propre société. C’est également l’histoire de Michel,
jeune consultant indépendant qui en 1996 les rencontre et les rejoints, pour
développer LGM Consultants. La suite est une success story Française : 75
personnes en 2001, 350 en 2006. Deux sociétés voient le jour : LGM,
spécialiste de l’étude et du management de projets complexes et LGM
Ingénierie, champion de la conception de systèmes embarqués critiques. En
2012, la société LGM Digital, spécialiste de l’ingénierie documentaire et des
télécoms, rejoint le Groupe qui compte désormais 800 collaborateurs...puis
1000 en 2016 et près de 1200 aujourd’hui, répartis dans nos 27 sites, dont
6 à l’étranger (Belgique, Allemagne, Angleterre, Canada, Inde et le petit
dernier, Pittsburgh!). Après 26 ans, l’envie d’innover et de se développer reste
intacte : venez-vous exprimer chez nous !";"Devenir une multinationale n’est pas un objectif : nous préférons
maîtriser notre croissance, respecter notre identité et travaillons
en ce sens la qualité de nos recrutements, afin que nos équipes
soient composées sinon de spécialistes, au moins de passionnés.
Mais comment savoir si vous «avez le profil» ?
• Vous êtes curieux et passionné. Vous n’arrêtez jamais
d’apprendre, de comprendre, d’expliquer et d’innover.
• Vous êtes ambitieux et culotté : chez nous on ne se méfie pas
de l’ambition, on s’en sert comme d’un moteur, et ça depuis
le début !
• Vous êtes franc et intègre : l’honnêteté engendre la confiance,
la confiance engendre la pérennité, et la pérennité, une vraie
sérénité !

• Vous êtes humble et profondément humain : nos plus belles
réussites ont toujours été collectives et portées par des gens
brillants, qui ont su chacun à leur échelle apporter leur
contribution, en respectant celles des autres.
• Vous aimez le travail bien fait : c’est la seule rigueur que l’on
s’impose !
• Enfin, vous êtes Vous et vous êtes bien dans vos baskets : c’est
sans doute le plus important. On passe"
lilly;LILLY;Biomédical & Pharmaceutique;Illkirch;France;http://www.lilly.fr;recrutementfeg@lilly.com;21,2 Md;40000;;;"Notre engagement est tourné vers un objectif : apporter aux
patients des traitements capables de leur apporter une meilleure qualité de
vie et de vivre plus longtemps. Ces patients, qu’ils soient diabétiques, atteints
d’un cancer ou d’une maladie neurologique ou psychiatrique méritent d’être
considérés avec respect, excellence et intégrité, les trois valeurs de Lilly.
Fondé en 1876, le groupe pharmaceutique américain Lilly compte plus de
38 000 collaborateurs répartis dans 136 pays. Il est l’un des 10 laboratoires
mondialement renommé pour ses médicaments qui ont marqué l’évolution de
la médecine et amélioré la vie des patients.
Le site de Strasbourg est aujourd’hui l’un des plus importants sites de
production du groupe. Il exporte plus de 97% de sa production dans près de
100 pays (dont 11% vers la Chine). Conformité réglementaire, qualité sans
faille, sécurité et réponse à la demande des patients constituent ses priorités.
Rejoignez-nous !";"Vous êtes motivés, curieux à l’écoute et vous avez envie de
découvrir l’industrie pharmaceutique ? Faites-nous partager vos
compétences et vos idées en nous rejoignant !
Autour de nos valeurs, excellence, respect des personnes et
intégrité, nous offrons des missions riches et opérationnelles avec
des réelles responsabilités.
Notre entreprise accorde depuis de nombreuses années une
attention particulière à l’accueil et à la formation des étudiants.
En 2017, Lilly France a été récompensée pour la 2ème fois par
le label Happy Trainees. Selon ce baromètre, Lilly France est
l’une des entreprises préférées des stagiaires et alternants. Bonne
intégration, autonomie, diversité des activités et responsabilisation
des missions sont les éléments les plus appréciés. 94% des
stagiaires et alternants Lilly France recommandent l’entreprise."
lombardodier;Lombard Odier;Informatique & Télécommunication;Genève;Suisse;http://www.lombardodier.com;forum@lombardodier.com;;2300;;;"Depuis 1796, nous avons fait preuve d’imagination et d’innovation
pour fournir des services de gestion de fortune et d’actifs à nos clients
privés et institutionnels. Nous nous appuyons sur notre propre plateforme
technologique, reconnue comme l’une des plus performantes du secteur. Cette
plateforme est également utilisée par nos partenaires externes, pour lesquels
nous fournissons des services informatiques et opérationnels.
Présent sur les principales places fnancières internationales, Lombard Odier
est un groupe bancaire de plus de 2300 collaborateurs dont un quart dans
l’unité Technologies & Infrastructure Bancaire.";"Venez sur le stand de Lombard Odier pour découvrir ces offres,
consultables également dans l’espace Carrières de notre site
www.lombardodier.com, et pour échanger avec nos collaborateurs
de leurs expériences et de vos objectifs professionnels."
loreal;L'OREAL;Industrie & Agroalimentaire;Clichy;France;"http://career.loreal.com/FR/";;25 Md;89000;;;"Avec plus de 100 ans d’existence, L’Oréal demeure le leader mondial de
l’industrie des produits de beauté. Son portefeuille unique au monde de 34
marques internationales lui permet d’offrir le meilleur de la Cosmétique aux
femmes et aux hommes du monde entier.
Son leadership repose sur la capacité de ses équipes à créer des produits
innovants qui allient qualité, effcacité et sécurité dans toutes les technologies :
le soin du cheveu, la coloration, le soin de la peau, le maquillage, les parfums.
Les Opérations représentent près du tiers des effectifs de L’Oréal et contribuent
à la croissance du Groupe du Développement des produits, au Sourcing, à la
Production et jusqu’à leur Distribution : une chaîne de valeur intégrée.";"Venez rencontrer nos collaborateurs (RH et ingénieurs) sur notre
stand. Nous serons ravis de répondre à toutes vos questions et de
vous présenter notre Groupe ainsi que les différents métiers que
nous proposons, tous liés au cœur industriel du Groupe."
margo;Margo Conseil;Divers ;Paris;France;http://www.margoconseil.com;drh@margoconseil.com;25,6 M;300;;;"Tech native, Margo est une société de conseil qui accompagne les
entreprises dans leur transformation digitale sur des sujets à forte complexité
technologique. Ses offres s’organisent autour de 4 piliers de savoir-faire :
Coaching et accompagnement au changement, Haute performance IT, Data
to Business et Modernisation IT.
En plaçant l’innovation au cœur de son modèle, Margo guide les entreprises
dans leurs choix stratégiques et la création de technologies innovantes,
dans l’objectif d’acquérir un avantage concurrentiel. Elle profte également
de l’ecosystème des startups créé par ses fondateurs grâce au startup studio
#LaPiscine.
Forte de ses 300 collaborateurs et d’un chiffre d’affaires de 25,6 millions
d’euros en 2017, Margo connait une croissance constante depuis sa création
et est implantée aujourd’hui à Paris, à Londres et en Pologne.";"Que vous recherchiez un stage ou un premier poste, que vous ayez
besoin de conseils sur votre carrière ou que vous souhaitiez en
savoir plus sur nos métiers... Margo vous attend lors du forum
Rhônes-Alpes. Une RH, un ingénieur d’affaires et un consultant
seront là pour répondre à vos questions et comprendre votre projet
professionnel. Nous sommes amenés à recruter des stagiaires tout
au long de l’année, soit pour intervenir chez nos clients, soit pour
travailler sur des projets R&D en interne."
marine;MARINE NATIONALE;Divers ;Lyon;France;http://www.etremarin.fr;srm.centre.officiers@marine.defence.gouv.fr;;39 000;;;"Forte de 36 000 hommes et femmes, la Marine nationale est chargée de
défendre les intérêts de la France à travers le monde.
Elle remplit trois missions essentielles :
• la dissuasion nucléaire, fondement de la stratégie de défense de la France
et garante de la protection des intérêts vitaux;
• l’action opérationnelle qui consiste en des missions de prévention et de
projection permettant de prévenir les crises ou, le cas échéant, d’intervenir;
• la sauvegarde maritime qui comprend les missions de service public, lutte
contre les pollutions, sauvetage des vies humaines, lutte contre les trafics
illicites, action de l’Etat en mer...
La mer, la vie en équipage et les missions opérationnelles constituent
un environnement propice à l’acquisition d’une expérience humaine et
professionnelle hors du commun.";"Intégrer la Marine, c’est choisir d’évoluer dans une institution
où les valeurs de vie en équipage (solidarité, esprit d’équipe,
entraide), dépassement de soi (défi physique, technique, humain),
sens des responsabilités et découverte de nouveaux horizons se
vivent au quotidien."
mbda;MBDA;Transport & Aeronautique;Le-Plessis-Robinson;France;"http://www.mbda-systems.com/rh-france.fr";"service.recrutement@
mbda-systems.com";3 M;10 000;;;"Avec un chiffre d’affaires annuel de 3 milliards d’euros et un carnet de
commandes de plus de 15 milliards d’euros, MBDA est un des leaders
mondiaux des missiles et systèmes de missiles.
Seul Groupe capable de répondre à toute la gamme des besoins opérationnels
présents et futurs des trois armées (terre, marine et air), MBDA propose une
gamme de 45 programmes de systèmes de missiles et de contre-mesures en
service opérationnel et plus de 15 autres en développement.
La société MBDA regroupe plus de 10 000 collaborateurs principalement en
Europe.
MBDA est une filiale commune de AIRBUS Group (37,5%), BAE SYSTEMS
(37,5 %), et LEONARDO (25 %).";"Que vous soyez jeune diplômé ou expérimenté, MBDA vous donne
l’opportunité de découvrir différents domaines et d’acquérir
rapidement de solides compétences. Plus de 150 stages et 90
apprentissages sont proposés chaque année sur de nombreux
métiers et pour tous niveaux de formation."
mcainge;MCA INGENIERIE;Divers ;Levallois-Perret;France;http://www.mca-ingenierie.fr;"recrutement-consultant@
mca-ingenierie.fr";84 M;1150;;;Depuis plus de 25 ans, MCA, société internationale d’ingénierie et de conseil en hautes technologies, accompagne les plus grands groupes industriels dans la réalisation de leurs projets à forte valeur ajoutée. Avec plus de 1000 collaborateurs, le Groupe MCA est devenu un acteur incontournable du conseil en ingénierie. Nous intervenons chez nos clients, dans les secteurs industriels de pointe : Automobile & Ferroviaire, Energie, Aéronautique & Spatial, Défense, Médical, Tertiaire. Notre croissance extrêmement dynamique nous permet de développer nos activités en France et à l’international, ce qui offre à toutes nos équipes des opportunités variées au sein du Groupe. En effet, MCA compte 5 agences en France et 6 filiales en Europe et plus de 40% des activités se font à l’international.;"Nous rejoindre, c’est intégrer une société jeune, dynamique, en pleine effervescence. Vous aurez l’opportunité de collaborer sur des projets technologiques et stratégiques pour des clients industriels de renom. Afin de favoriser les échanges et la communication entre les collaborateurs, plusieurs événements sont organisés (soirée annuelle, soirée de Noël, teambuildings, afterworks, événements sportifs, …). De même, nous vous offrons différents services pour améliorer la qualité de vie au travail (Paniers de fruits, massages, espace détente, ateliers collaboratifs, boîte à idées, partenariats culinaires et sportifs...). Depuis 2017, MCA est détentrice du label Happy At Work ! Chez MCA, nous pensons à vous !
"
mccormick;MCCORMICK;Industrie & Agroalimentaire;Avignon;France;"http://www.mccormickcorporation.com/Career-Center";"recrutement@
fr.mccormick.com";4,4 Md;11000;;;"McCormick est un leader mondial des saveurs.
Créé en 1889 à Baltimore (USA), McCormick & Company, Incorporated
produit, commercialise et distribue des épices, mélanges pour assaisonnement,
condiments et autres produits savoureux pour tous les acteurs de l’alimentation,
détaillants, industrie agroalimentaire et restauration.
McCormick est présent en France avec les marques Ducros, Vahiné et Thai
Kitchen, leaders sur le marché des herbes, poivres et épices et des aides aux
desserts.
Partout dans le monde nos saveurs innovantes entrent dans la composition de
repas succulents. La qualité et la sécurité alimentaire sont des priorités pour
McCormick et nos investissements dans ces domaines sont les plus élevés de
l’industrie des herbes et des épices.";"Nous rejoindre:
www.mccormickcorporation.com/EMEA_business
www.mccormickcorporation.com/Career-Center
Au-delà de votre parcours, votre motivation, votre envie de réussir
et votre énergie feront la différence !"
mcigroupe;MC2I;Audit & Conseil;Paris;France;http://www.mc2i.fr;recrutement@mc2i.fr;67;640;;;"mc²i Groupe accompagne la Transformation Numérique des entreprises, tant
sur le volet Système d’Information que sur le volet Organisation.
Résolument tournée vers l’Innovation au service de ses clients, mc²i Groupe
intervient en Conseil, AMOA ou AMOE sur les projets stratégiques des
Directions Métier ou des Directions Corporate de ses clients Grands Comptes.
Nous mettons au proft de nos clients nos expertises technologiques, métiers
ou méthodologiques (notamment dans des contextes d’Agilité).";"Le consulting, au sein du cabinet mc²i Groupe, est un accélérateur
de carrière : évoluer vers le management de projets, ou prendre
plus de responsabilités au sein même du cabinet sont des
opportunités offertes en permanence.
Une fois embauché(e), nous mettons en place pour vous un plan
de formation personnalisé. Fondé sur le bilan de vos compétences
établi à votre arrivée, le plan de formation a pour objectif de vous
mettre à niveau en vous permettant d’acquérir les compétences
dont doit faire preuve un consultant."
mediane;MEDIANE SYSTEM;Informatique & Télécommunication;"Saint-Priest";France;"http://www.medianesysteme.com";"Recrutement.lyon@
medianesysteme.com
recrutement@wat.digital";"18,6 M";"270";;;"MEDIANE SYSTEME fait partie des leaders français des sociétés d’ingénierie
et de conseil en électronique, en informatique technique et industrielle.
Partenaire de grands comptes industriels, nous proposons des prestations
d’accompagnement pour étudier et concevoir de nouveaux produits, ou faire
évoluer des produits existants. Résolument tournés vers l’innovation, nous
intervenons également sur la mise en œuvre de nouvelles technologies et dans
la réalisation de prototypes.
WAT (We Are Technologies), bureau d’études et ingénierie en mécanique,
instrumentation, électrotechnique, automatisme, informatique industrielle
et fonction support, apporte son savoir-faire et accompagne ses clients sur
leurs projets à forte valeur ajoutée. 100% creative people, WAT est une PME
dynamique et en forte croissance.
Nous rejoindre c’est participer à des projets innovants, en étant rattaché à un
groupe industriel indépendant et à taille humaine, le groupe ICE (création :
1947, CA 2016 : 99 M d’euros & 850 p.)";"Chez MEDIANE SYSTEME, vous trouverez une alliance entre une
société préservant ses valeurs humaines (Respect, Confance,
Ecoute, Engagement) et l’intégration de projets industriels
novateurs, dans des environnements technologiques de pointe
en électronique, informatique technique et industrielle, pour
des clients Grands Comptes et PME innovantes, dans les secteurs
Ferroviaire, Médical, Energie, Automobile…
Chez WAT, nous accompagnons nos clients industriels Grands
Groupe ou PME, Constructeurs de machines ou utilisateurs
fnaux en Ingénierie mécanique de l’idée jusqu’à la phase
d’Industrialisation et en Ingénierie contrôle commande de l’idée
jusqu’à la mise en service de l’installation.
Secteur : Environnement, Agroalimentaire, Métallurgie, Chimie,
Aéronautique, Ferroviaire …"
national;NATIONAL INSTRUMENTS;;;;;;;;;;;
nexans;NEXANS FRANCE;Divers ;Paris La Défense;France;http://www.nexans.fr;;5.8 Md;26000;;;Nexans donne de l’énergie à la vie par une large gamme de câbles et solutions de câblage qui permet d’accroître la performance de ses clients dans le monde entier. Les équipes du Groupe agissent comme partenaires au service de leurs clients dans quatre principaux domaines d’activités : le transport et la distribution d’énergie (réseaux terrestres et sous-marins) les ressources énergétiques (pétrole et gaz, mines et énergies renouvelables), les transports (routiers, ferroviaires, aériens et maritimes) et le bâtiment (commercial, résidentiel et centres de données). La stratégie de Nexans s’appuie sur une innovation continue des produits, des offres de solutions et de services, mais aussi sur l’implication des équipes, l’accompagnement des clients et l’adoption de procédés industriels sûrs et respectueux de l’environnement. Présent industriellement dans 40 pays et avec des activités commerciales dans le monde entier, Nexans emploie près de 26 000 personnes. En 2016, Le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros. Nexans est coté sur le marché NYSE Euronext Paris, compartiment A.;"Notre Groupe s’articule autour de fortes valeurs partagées par l’ensemble de nos équipes dans le monde. Six valeurs fondent la culture d’entreprise de Nexans : •	Penser Client •	Valoriser la dimension humaine •	Atteindre l’excellence •	Prendre l’intiative •	Se montrer responsable •	Travailler dans un esprit Groupe Notre développement et nos succès futurs reposent sur un investissement capital : la confiance accordée aux hommes et aux femmes qui composent notre Groupe."
nge;NGE;BTP,Urbanisme & Construction;;;;;;;;;;
novares;NOVARES;;;;;;;;;;;
novonord;NOVO NORDISK;Biomédical & Pharmaceutique;Chartres;France;http://www.novonordisk.com;"nnp_recrutement@
novonordisk.com";;1200;;;"Novo Nordisk
Leader mondial dans le traitement du diabète.
Avec plus de 40 000 collaborateurs dans 75 pays, Novo Nordisk, entreprise
pharmaceutique danoise, s’engage à changer le cours de la pandémie
mondiale qu’est le diabète. Nous sommes forts de 90 ans d’innovation pour
améliorer la qualité de vie de nos patients.
Le patient est au coeur de nos priorités. L’objectif est de fournir des produits
et des services de haute qualité, en développant des insulines de dernières
générations destinées au traitement du diabète. Le groupe compte aujourd’hui
7 sites à travers le monde, dont un à Chartres. Chaque jour, Novo Nordisk
fournit plus de 25 millions de patients diabétiques dans le monde.
Novo Nordisk est également très actif dans les domaines de l’hémophilie,
des troubles de la croissance et du traitement de la ménopause.
Le site de Chartres
Etabli en 1961, le site de Chartres joue un rôle majeur dans le traitement
du diabète dans le monde. Nous sommes spécialisés dans la production de
cartouches d’insuline, de stylos injectables et de ?acons.
Plus grand site industriel de la ville de Chartres, Novo Nordisk est un
moteur pour la dynamique économique locale. L’unité de production compte
aujourd’hui plus de 1200 employés. Notre principale mission est d’assurer
la production et la livraison de nos produits dans une qualité irréprochable.
Ces dernières années plus de 500 recrutements en CDI ont été réalisés sur
le site de Chartres.
Pourquoi pas vous ?";"Vous cherchez à intégrer une entreprise internationale avec une
forte culture scandinave ?
Vous souhaitez évoluer dans une structure dynamique et orientée
patient ?
Vous aimez le challenge, et vous êtes dans un état d’esprit
d’amélioration continue ?
Rejoignez Novo Nordisk !
Vous pouvez consulter nos offres d’emploi sur http://www.
novonordisk.fr/carrieres-et-emplois/life-changing-careers.html"
noxsarl;NOX SARL;BTP,Urbanisme & Construction;;;;;;;;;;
orange;Orange;Informatique & Télécommunication;;;http://www.orange.jobs;;40,9 Md;152000;;;"Orange est l’un des principaux opérateurs de télécommunications dans le
monde. Présent dans 29 pays, le Groupe servait 269 millions de clients dans
le monde au 30 septembre 2017, Orange est également l’un des leaders
mondiaux des services de télécommunications aux entreprises multinationales
sous la marque Orange Business Services.
Avec son nouveau projet stratégique, Essentiels2020, Orange se donne pour
mission d’être toujours présent pour connecter chacun à son essentiel et lui
faire vivre une expérience unique au quotidien en concevant les services
numériques qui lui permettent de profter, en toute confance de ce qui lui
importe le plus.
A l’écoute des enjeux majeurs de société, Orange s’est forgée une conviction
en forme d’engagement : l’humain comme point de départ et point d’arrivée de
toutes ses actions. C’est là tout le sens de notre philosophie « Human inside »
qui nous guide au quotidien pour faire en sorte que chacun devienne acteur
d’un numérique dont il puisse, en conscience, en tirer le meilleur.";"Vous avez envie de vivre une expérience unique, digitale et
humaine ? Rejoignez-nous et fabriquons ensemble un monde de
progrès pour tous."
ortec;ORTEC Group;Divers ;;;;;;;;;;
p&g;P&G;Energie & Environnement;Asnières-Sur-Seine;France;http://www.pgcareers.com;;65 Md;95000;;;"P&G améliore la vie de presque cinq milliards de personnes dans le monde
grâce à un portefeuille de marques de qualité qui ont su gagner la confance
des consommateurs.
Parmi ces marques, leaders dans leur domaine, fgurent notamment Always®,
Ambi Pur®, Ariel®, Febreze®, Gillette®, Head &Shoulders®, Lenor®,
Oral-B®, Pampers®, Pantene®. P&G est présent dans près de 70 pays.";"Retrouvez-nous sur www.facebook.com/pgcareers et parcourez
notre site de recrutement www.pgcareers.com pour mieux nous
connaître."
palantir;PALANTIR TECHNOLOGIES;Informatique & Télécommunication;London;Royaume-Uni;http://www.palantir.com;akhan@palantir.com;;2000;;;"Today’s critical institutions don’t just protect public safety or provide vital goods
and services—they also deal with astonishing amounts of data. At Palantir,
our mission is to help the world’s government agencies, global companies,
and nonprofts transform how they understand and use that data. In 2004,
when we looked at the available technology, we saw products that were too
rigid to handle novel problems, and custom systems that took too long to
deploy and required too many services to maintain and improve. With good
data and the right technology, people and institutions can still solve hard
problems and change the world for the better.
We build software that lets organizations integrate and analyze their data so
they can solve problems they couldn’t before. For example, we’re helping our
customers combat terrorism at home and abroad, investigate and prosecute
fnancial fraud rings, offer more credit to retail banking customers, and fght
violent crime in the world’s great cities. And we’re just getting started.";"At Palantir, we’re passionate about building software that solves
problems. We partner with the most important institutions in
the world to transform how they use data and technology. Our
software has been used to stop terrorist attacks, discover new
medicines, gain an edge in global."
pellenc;PELLENC ST;Divers ;Pertuis;France;http://www.pellencst.com;recruitment@pellencst.com;30 M;148;;;Pellenc ST conçoit et fabrique des équipements de tri optique de haute technologie, destinés au tri des déchets et à l’industrie du recyclage. Avec un parc installé de plus de 1 400 machines dans le monde entier, notre société occupe une position de leader reconnue. Nos piliers : Innovation, Industrie, International, Implication et Indépendance font de nous une entreprise dynamique, ayant une forte capacité d’adaptation, relevant des challenges au quotidien. C’est autour de ces piliers que nous diffusons une culture forte et partagée. En croissance, notre société œuvre chaque jour à une meilleure gestion et valorisation des ressources grâce au tri et au recyclage des déchets. Pour renforcer notre présence nationale comme internationale, nous recherchons de nouveaux talents partageant nos ambitions. ;"Par sa raison d’être, notre entreprise offre la possibilité de concilier ambitions professionnelles et valeurs personnelles : travailler au sein de notre société, c’est à la fois donner du sens à sa carrière en s’engageant dans une industrie française développant des technologies de pointe, mais c’est également être un acteur engagé dans l’économie circulaire et l’industrie de l’environnement. Au cours de divers entretiens de recrutement pointus en collaboration avec nos experts métiers et RH, nous recherchons des compétences techniques solides, ainsi qu’un savoir-être correspondant à notre culture. Notamment, la motivation, la facilité d’adaptation et d’apprentissage sont des facteurs déterminants pour la sélection de nos candidats.
"
plastico;PLASTIC OMNIUM;Industrie & Agroalimentaire;Saint Julie;France;http://www.plasticomnium.com;"stages.sigmatech@
plasticomnium.com";7,5 Md;32000;;;"Indépendant, innovant, implanté sur les grands marchés clés,
Plastic Omnium est leader mondial dans ces deux métiers :
AUTOMOBILE - Équipements et modules de carrosserie; systèmes à carburant
et de dépollution.
ENVIRONNEMENT - Systèmes de gestion des déchets.
Avec plus de 32 000 collaborateurs, 124 usines, 23 Centres de R&D répartis
dans 31 pays, Plastic Omnium est une société française, indépendante, cotée
à la Bourse de Paris et avec un chiffre d’affaires de 7.5 milliards d’euros en
2016.
Nos défs à venir ? Poursuivre notre développement sur les marchés
émergents, devancer les normes environnementales, accompagner les
constructeurs automobiles dans leur quête de performance et de sécurité,
embellir les plus grandes villes du monde.
Rejoignez-nous ! Plastic Omnium est un groupe familial, caractérisé par son
esprit d’indépendance, par ses investissements et sa capacité d’innovation.
Faites de votre passion de la technologie, le moteur de notre croissance et
vivez une expérience unique, Driven by technology.";"Vous êtes créatifs, vous aimez le challenge et souhaitez donner une
dimension internationale à votre parcours, venez rencontrer sur
notre stand les équipes de ?-Sigmatech !
?-Sigmatech est le Centre International de R&D de la division
Auto Exterior, situé à Sainte Julie en région Lyonnaise. Il regroupe
environ 410 ingénieurs ainsi qu’une soixantaine de stagiaires/
apprentis par an de toutes nationalités !
Retrouvez toutes les opportunités disponibles sur :
careers.plasticomnium.com"
proctermaroc;P&G Maroc;Energie & Environnement;;;;;;;;;;
pwc;PWC;Audit & Conseil;Neuilly-sur-Seine;France;http://carrieres.pwc.fr/;;36,9 Md;223000;;;"Cabinet de conseil et d’audit international, notre raison d’être est de renforcer
la confance sur le marché économique et d’accompagner nos clients
dans leurs enjeux stratégiques, à travers des missions d’audit, d’expertise
comptable et de conseil (stratégie, management, transactions, data &
analytics, cybersécurité, transformation digitale, juridique & fscal).
Votre personnalité nous intéresse !
Nous vous proposons des missions challengeantes dans tous les secteurs
d’activité, des opportunités de mobilité dans plus de 157 pays et un cadre de
travail privilégié pour vous ressourcer et vous inspirer.";"Démarrer une carrière chez PwC c’est rejoindre un environnement
international qui favorise votre développement personnel
et professionnel, où l’esprit d’équipe et la collaboration sont
encouragés, où l’excellence est valorisée et où la diversité est
respectée.
Avec PwC, saisissez de nouvelles opportunités d’affrmer votre
singularité, de devenir acteur du changement, de réaliser votre
potentiel et de construire un avenir qui vous ressemble !"
